📘 Parameter Change Log
Generated: 2025-07-22T11:22:47

✅ New Parameters (in existing or new classes/distributions):
  [ADDED]     Class: com.nokia.aiosc:VLANTermination, Object: Device-1/Ethernet-1/VLANTermination-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:ShortIrnti, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ShortIrnti-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:TimerConfig, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/TimerConfig-1, Parameter: SparePara_CP, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:TimerConfig, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/TimerConfig-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:F1AP, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/TimerConfig-1/F1AP-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:XDU, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1, Parameter: UlCASupportedforNSA, Value: 'false'
  [ADDED]     Class: com.nokia.aiosc:XDU, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1, Parameter: CASupportedforNSA, Value: 'false'
  [ADDED]     Class: com.nokia.aiosc:XDU, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1, Parameter: SCellCQIThr, Value: '6'
  [ADDED]     Class: com.nokia.aiosc:XDU, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1, Parameter: ProhibitTimer, Value: '1000'
  [ADDED]     Class: com.nokia.aiosc:XDU, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1, Parameter: BWVsPCCCaThr, Value: '10Mbps'
  [ADDED]     Class: com.nokia.aiosc:XDU, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1, Parameter: SCellAdditionTrigger, Value: 'Blind'
  [ADDED]     Class: com.nokia.aiosc:XDU, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1, Parameter: UeThresholdforCA, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:CarrierAggregation, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1/CarrierAggregation-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:EPF1UXDU, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1/EPF1UXDU-1, Parameter: EPF1U_CP, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:F1CAlarm, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1/F1CAlarm-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:La, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1/La-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:NsSysCfg, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1/NsSysCfg-1, Parameter: NsSysCfg_CP, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:CoreList, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1/NsSysCfg-1/CoreList-1, Parameter: CoreListValue, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:QosProvsioningParams, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1/QosProvsioningParams-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:LteExtCellList, Object: Device-1/Services-1/X_Nokia_BSR-1/LteExtCellList-1, Parameter: LteExtCellList_CP, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:LteNatLocLockFrequency, Object: Device-1/Services-1/X_Nokia_BSR-1/LteNatLocLockFrequency-1, Parameter: LteNatLocLockFrequency_CP, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:ChannelSpacing, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBRSPR-1/ChannelSpacing-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:DesiredTddFrameStructure, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBRSPR-1/DesiredTddFrameStructure-1, Parameter: DesiredTddFrameStructure_CP, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:NRCBSD, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1, Parameter: AntennaGain, Value: '9'
  [ADDED]     Class: com.nokia.aiosc:NRCBSD, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1, Parameter: AssignedCbsdId, Value: 'Nokia1_200_223232227.NR'
  [ADDED]     Class: com.nokia.aiosc:NRCBSD, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1, Parameter: CbrsFreqType, Value: 'PAL'
  [ADDED]     Class: com.nokia.aiosc:NRCBSD, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1, Parameter: CbrsaGroupIdCcg, Value: 'CBRSA_CCG'
  [ADDED]     Class: com.nokia.aiosc:NRCBSD, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1, Parameter: CbrsaGroupIdIcg, Value: 'CBRSA_ICG'
  [ADDED]     Class: com.nokia.aiosc:NRCBSD, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1, Parameter: CbsdCategory, Value: 'B'
  [ADDED]     Class: com.nokia.aiosc:NRCBSD, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1, Parameter: CbsdRegistrationState, Value: 'Unregistered'
  [ADDED]     Class: com.nokia.aiosc:NRCBSD, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1, Parameter: CbsdSerialNumber, Value: '223232227'
  [ADDED]     Class: com.nokia.aiosc:NRCBSD, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1, Parameter: FccId, Value: '200'
  [ADDED]     Class: com.nokia.aiosc:NRCBSD, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1, Parameter: NrCbsdId, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:NRCBSD, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1, Parameter: Producttype, Value: 'Outdoor'
  [ADDED]     Class: com.nokia.aiosc:NRCBSD, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1, Parameter: RModDN, Value: 'RMOD-1'
  [ADDED]     Class: com.nokia.aiosc:NRCBSD, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1, Parameter: SasUserGroupList, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:NRCBSD, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1, Parameter: SparePara1, Value: 'SpareParam'
  [ADDED]     Class: com.nokia.aiosc:NRCBSD, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1, Parameter: SparePara2, Value: 'SpareParam2'
  [ADDED]     Class: com.nokia.aiosc:NRCBSD, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1, Parameter: Sparepara, Value: 'Sparepara'
  [ADDED]     Class: com.nokia.aiosc:NRCBSD, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1, Parameter: SupportedSpectrumV2, Value: '1073741823'
  [ADDED]     Class: com.nokia.aiosc:NRCBSD, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1, Parameter: UserId, Value: 'nokia'
  [ADDED]     Class: com.nokia.aiosc:NRCBSDCELL, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1, Parameter: CbrsFreqPriorityN, Value: 'toppriority'
  [ADDED]     Class: com.nokia.aiosc:NRCBSDCELL, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1, Parameter: CellDN, Value: 'CELL-1'
  [ADDED]     Class: com.nokia.aiosc:NRCBSDCELL, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1, Parameter: DesiredChBw, Value: '40MHz'
  [ADDED]     Class: com.nokia.aiosc:NRCBSDCELL, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1, Parameter: GrantChannelType, Value: 'PAL'
  [ADDED]     Class: com.nokia.aiosc:NRCBSDCELL, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1, Parameter: GrantId, Value: '3550000000_3570000000'
  [ADDED]     Class: com.nokia.aiosc:NRCBSDCELL, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1, Parameter: GrantMaxEirp, Value: '123'
  [ADDED]     Class: com.nokia.aiosc:NRCBSDCELL, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1, Parameter: GrantOperationState, Value: 'Idle'
  [ADDED]     Class: com.nokia.aiosc:NRCBSDCELL, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1, Parameter: GrantSpectrumFreqHigh, Value: '3700'
  [ADDED]     Class: com.nokia.aiosc:NRCBSDCELL, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1, Parameter: GrantSpectrumFreqLow, Value: '3550'
  [ADDED]     Class: com.nokia.aiosc:NRCBSDCELL, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1, Parameter: NrCbsdCellId, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:NRCBSDCELL, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1, Parameter: SparePara1, Value: 'SparePara1'
  [ADDED]     Class: com.nokia.aiosc:NRCBSDCELL, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1, Parameter: SparePara2, Value: 'SparePara2'
  [ADDED]     Class: com.nokia.aiosc:NRCBSDCELL, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1, Parameter: Sparepara, Value: 'Sparepara'
  [ADDED]     Class: com.nokia.aiosc:ConfigSetForVariChBw, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1/ConfigSetForVariChBw-1, Parameter: ConfigSetForVariChBw_CP, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:PwrPreference, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1/PwrPreference-1, Parameter: ChBw, Value: '20MHz'
  [ADDED]     Class: com.nokia.aiosc:PwrPreference, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1/PwrPreference-1, Parameter: DesiredPmax, Value: '170'
  [ADDED]     Class: com.nokia.aiosc:PwrPreference, Object: Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1/PwrPreference-1, Parameter: MaxGrantPwrRed, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:OnePPSConfig, Object: Device-1/Services-1/X_Nokia_BSR-1/OnePPSConfig-1, Parameter: OnePPSConfig_CP, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:RFTrace, Object: Device-1/Services-1/X_Nokia_BSR-1/RFTrace-1, Parameter: RFTrace_CP, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:Radio, Object: Device-1/Services-1/X_Nokia_BSR-1/Radio-1, Parameter: AvailabilityStatusn, Value: 'inTest'
  [ADDED]     Class: com.nokia.aiosc:SDM, Object: Device-1/Services-1/X_Nokia_BSR-1/SDM-1, Parameter: StaticDataFileURL, Value: 'http://1.1.1.1'
  [ADDED]     Class: com.nokia.aiosc:SDM, Object: Device-1/Services-1/X_Nokia_BSR-1/SDM-1, Parameter: StaticVersion, Value: 'AIOSC'
  [ADDED]     Class: com.nokia.aiosc:SDM, Object: Device-1/Services-1/X_Nokia_BSR-1/SDM-1, Parameter: CommitDelayTimerUpgrade, Value: '600'
  [ADDED]     Class: com.nokia.aiosc:SyncReferenceSourceList, Object: Device-1/Services-1/X_Nokia_BSR-1/SyncReferenceSourceList-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:WiFiConfig, Object: Device-1/Services-1/X_Nokia_BSR-1/WiFiConfig-1, Parameter: EnableWiFi, Value: 'false'
  [ADDED]     Class: com.nokia.aiosc:WiFiConfig, Object: Device-1/Services-1/X_Nokia_BSR-1/WiFiConfig-1, Parameter: ShowAlarmOnEnable, Value: 'false'
  [ADDED]     Class: com.nokia.aiosc:WiFiConfig, Object: Device-1/Services-1/X_Nokia_BSR-1/WiFiConfig-1, Parameter: WiFiChannel, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:BSSID, Object: Device-1/Services-1/X_Nokia_BSR-1/WiFiConfig-1/BSSID-1, Parameter: BssidMACAddr, Value: '0:0:0:0:0:0'
  [ADDED]     Class: com.nokia.aiosc:BSSID, Object: Device-1/Services-1/X_Nokia_BSR-1/WiFiConfig-1/BSSID-1, Parameter: HideSsid, Value: 'false'
  [ADDED]     Class: com.nokia.aiosc:BSSID, Object: Device-1/Services-1/X_Nokia_BSR-1/WiFiConfig-1/BSSID-1, Parameter: Passphrase, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:BSSID, Object: Device-1/Services-1/X_Nokia_BSR-1/WiFiConfig-1/BSSID-1, Parameter: Password, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:BSSID, Object: Device-1/Services-1/X_Nokia_BSR-1/WiFiConfig-1/BSSID-1, Parameter: ProtectManagementFrame, Value: 'PmfRequired'
  [ADDED]     Class: com.nokia.aiosc:BSSID, Object: Device-1/Services-1/X_Nokia_BSR-1/WiFiConfig-1/BSSID-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:BSSID, Object: Device-1/Services-1/X_Nokia_BSR-1/WiFiConfig-1/BSSID-1, Parameter: SsidName, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:BSSID, Object: Device-1/Services-1/X_Nokia_BSR-1/WiFiConfig-1/BSSID-1, Parameter: UserId, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:BSSID, Object: Device-1/Services-1/X_Nokia_BSR-1/WiFiConfig-1/BSSID-1, Parameter: WiFiAuthType, Value: 'WPA3_SAE'
  [ADDED]     Class: com.nokia.aiosc:MNL, Object: MNL-1, Parameter: PlannedSWReleaseVersion, Value: 'aio'
  [ADDED]     Class: com.nokia.aiosc:MNL, Object: MNL-1, Parameter: ProductVariant_test, Value: 'AIO_Strandmount'

❌ Removed Parameters (no longer present in final configuration):
  [REMOVED]   Class: com.nokia.aiosc:SNSSAIList, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/SNSSAIList-1, Parameter: SNSSAIListValue, Original Value: '0'
  [REMOVED]   Class: com.nokia.aiosc:X_Nokia_BSR, Object: Device-1/Services-1/X_Nokia_BSR-1, Parameter: NRFrameTimingOffsetn, Original Value: '0'
  [REMOVED]   Class: com.nokia.aiosc:X_Nokia_BSR, Object: Device-1/Services-1/X_Nokia_BSR-1, Parameter: BSRType, Original Value: 'Strandmount'
  [REMOVED]   Class: com.nokia.aiosc:X_Nokia_BSR, Object: Device-1/Services-1/X_Nokia_BSR-1, Parameter: EnableIPSEC, Original Value: 'false'
  [REMOVED]   Class: com.nokia.aiosc:CellTrace, Object: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/CellTrace-1, Parameter: SourceId, Original Value: '1'

🔁 Modified Parameters (value changed):
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-1, Parameter: FaultIdn, Old Value: 'securityViolation', New Value: 'dbDownloadFailure'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-1, Parameter: MocIdn, Old Value: 'BSR', New Value: 'SDM'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-2, Parameter: FaultIdn, Old Value: 'dbDownloadFailure', New Value: 'securityViolation'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-2, Parameter: MocIdn, Old Value: 'SDM', New Value: 'BSR'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-5, Parameter: FaultIdn, Old Value: 'gpsServiceUnavailable', New Value: 'invalidDatabaseDetected'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-5, Parameter: MocIdn, Old Value: 'Radio', New Value: 'BSR'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-6, Parameter: FaultIdn, Old Value: 'nrPhaseSynchronisationFailure', New Value: 'gpsServiceUnavailable'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-7, Parameter: FaultIdn, Old Value: 'nrFreqSynchronisationFailure', New Value: 'constraintsCheckFailure'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-7, Parameter: MocIdn, Old Value: 'Radio', New Value: 'BSR'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-8, Parameter: FaultIdn, Old Value: 'invalidDatabaseDetected', New Value: 'pwdServiceProviderLoginFailure'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-9, Parameter: FaultIdn, Old Value: 'constraintsCheckFailure', New Value: 'nrRfConfigurationFailure'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-9, Parameter: MocIdn, Old Value: 'BSR', New Value: 'NRCellDU'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-10, Parameter: FaultIdn, Old Value: 'pwdServiceProviderLoginFailure', New Value: 'nrPhaseSynchronisationFailure'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-10, Parameter: MocIdn, Old Value: 'BSR', New Value: 'Radio'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-11, Parameter: FaultIdn, Old Value: 'nrRfConfigurationFailure', New Value: 'nrRfTemperatureWarning'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-12, Parameter: FaultIdn, Old Value: 'nrRfTemperatureWarning', New Value: 'nrRfTemperatureCritical'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-13, Parameter: FaultIdn, Old Value: 'nrRfTemperatureCritical', New Value: 'nrRfTxPowerNotConverged'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-14, Parameter: FaultIdn, Old Value: 'nrRfTxPowerNotConverged', New Value: 'nrFreqSynchronisationFailure'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-14, Parameter: MocIdn, Old Value: 'NRCellDU', New Value: 'Radio'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-15, Parameter: FaultIdn, Old Value: 'cellConfigurationFailure', New Value: 'allAMFConnectionDown'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-15, Parameter: MocIdn, Old Value: 'NRCellDU', New Value: 'HgNB'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-16, Parameter: FaultIdn, Old Value: 'spareNRAlarm3', New Value: 'amfConnectionDown'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-16, Parameter: MocIdn, Old Value: 'NRCellDU', New Value: 'HgNB'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-17, Parameter: FaultIdn, Old Value: 'spareNRAlarm4', New Value: 'nrPCICollisionDetected'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-17, Parameter: MocIdn, Old Value: 'NRCellDU', New Value: 'NRCellCU'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-18, Parameter: FaultIdn, Old Value: 'nrDuCellSetupFailed', New Value: 'nrPCIConfusionDetected'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-18, Parameter: MocIdn, Old Value: 'NRCellDU', New Value: 'NRCellCU'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-19, Parameter: FaultIdn, Old Value: 'spareNRAlarm5', New Value: 'ngapConnectionSetupFailure'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-19, Parameter: MocIdn, Old Value: 'NRCellDU', New Value: 'HgNB'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-20, Parameter: FaultIdn, Old Value: 'ipsecConfigurationAlarm', New Value: 'nrPCISelectionFailure'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-20, Parameter: MocIdn, Old Value: 'BSR', New Value: 'NRCellCU'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-21, Parameter: FaultIdn, Old Value: 'ipsecTunnelAlarm', New Value: 'cbsdRegistrationFailure'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-21, Parameter: MocIdn, Old Value: 'BSR', New Value: 'NRCbsd'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-22, Parameter: FaultIdn, Old Value: 'allAMFConnectionDown', New Value: 'cbsdSpectrumInquiryFailure'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-22, Parameter: MocIdn, Old Value: 'NRCellCU', New Value: 'NRCbsd'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-23, Parameter: FaultIdn, Old Value: 'amfConnectionDown', New Value: 'cbsdCellGrantFailure'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-23, Parameter: MocIdn, Old Value: 'NRCellCU', New Value: 'NRCellCBSD'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-24, Parameter: FaultIdn, Old Value: 'nrPCICollisionDetected', New Value: 'cbsdHeartbeatFailure'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-24, Parameter: MocIdn, Old Value: 'NRCellCU', New Value: 'NRCellCBSD'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-25, Parameter: FaultIdn, Old Value: 'nrPCICollisionDetected', New Value: 'cbsdSASCommunicationError'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-25, Parameter: MocIdn, Old Value: 'NRCellCU', New Value: 'NRCbsd'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-26, Parameter: FaultIdn, Old Value: 'nrPCIConfusionDetected', New Value: 'xnapConnectionDown'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-26, Parameter: MocIdn, Old Value: 'NRCellCU', New Value: 'HgNB'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-27, Parameter: FaultIdn, Old Value: 'ngapConnectionSetupFailure', New Value: 'gtpuPathFailure'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-27, Parameter: MocIdn, Old Value: 'NRCellCU', New Value: 'HgNB'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-28, Parameter: FaultIdn, Old Value: 'nrPCISelectionFailure', New Value: 'traceCollectionServerConnectionDown'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-29, Parameter: FaultIdn, Old Value: 'xnapConnectionDown', New Value: 'cbsdGrantSuspended'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-29, Parameter: MocIdn, Old Value: 'NRCellCU', New Value: 'NRCbsd'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-30, Parameter: FaultIdn, Old Value: 'gtpuPathFailure', New Value: 'cbsdPartialGrantSuspended'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-30, Parameter: MocIdn, Old Value: 'NRCellCU', New Value: 'NRCellCBSD'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-31, Parameter: FaultIdn, Old Value: 'traceCollectionServerConnectionDown', New Value: 'cbsdStateChangeFailure'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-31, Parameter: MocIdn, Old Value: 'NRCellCU', New Value: 'NRCellCBSD'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-32, Parameter: FaultIdn, Old Value: 'amfConnectionUnstable', New Value: 'cellConfigurationFailure'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-32, Parameter: MocIdn, Old Value: 'NRCellCU', New Value: 'NRCellDU'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-33, Parameter: FaultIdn, Old Value: 'allAMFConnectionUnstable', New Value: 'cbsdConfigurationFailure'
  [MODIFIED]  Class: com.nokia.aiosc:SupportedAlarm, Object: Device-1/FaultMgmt-1/SupportedAlarm-33, Parameter: MocIdn, Old Value: 'NRCellCU', New Value: 'NRCbsd'
